A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,wetland_label
-797,-297,-1417,1793,553,-1929,1085,1600,2679,-157,-271,-1929,-2069,-325,120,354,-517,415,-1476,1476,-271,935,842,1085,1137,1998,-984,-553,1998,222,-1358,591,1358,1998,888,-984,-984,1085,-2069,-753,1476,669,2141,-888,-1301,138,-1034,-1245,1663,325,-1245,591,711,2288,1137,-553,797,-482,-888,-1358,1860,-1998,-629,-482,11
-354,-1663,-669,-2069,711,-2214,-553,2069,1034,591,-669,888,-1417,-415,-1998,888,1245,-482,-669,1190,1476,246,-482,-2069,-842,1417,271,199,2288,-1190,30,-384,-325,-797,-517,1600,2441,271,-1190,984,-448,711,-3460,325,517,1793,984,-3014,-591,-1358,1301,-517,-384,-271,325,1998,-797,-1137,-415,-842,-1417,629,448,553,11
-629,-1137,-629,-2679,1137,-2069,-448,1929,1085,517,-448,415,-1929,22,-2599,1034,984,-797,-138,415,1537,74,-88,-2441,-842,1929,49,49,2364,-1245,222,-553,-553,-984,-711,1417,2288,842,-842,1190,384,88,-3278,271,384,1137,591,-2679,-177,-1137,1476,-415,-297,-325,-222,1727,-888,-1137,-103,-888,-1600,935,482,935,11
935,-354,-888,246,1727,177,1476,-753,984,-246,935,-1860,-1793,-629,517,-1190,517,-384,-1600,2519,-482,-1085,199,354,629,711,-711,-888,1860,1476,-88,-553,2141,842,-88,-415,-2519,935,-2214,629,-1034,-271,1137,-1358,-1929,2364,-15,-1998,-15,-629,-354,-517,842,1793,1727,-1137,103,-888,-1417,-1663,3100,-1929,199,-22,11
-935,-1663,-246,-1929,88,-2441,-797,2761,1793,354,1190,325,-354,-935,-1793,-384,1537,-984,-711,-120,1793,-669,354,-1929,-669,2761,-482,61,1793,-591,415,-222,888,-711,-669,482,2519,1034,-591,246,74,-415,-2844,935,-517,415,935,-3014,222,-629,935,354,-553,-74,711,2141,199,-1301,-842,-1245,-1301,1137,1085,984,11
-517,-1537,120,-1793,271,-2844,-711,2928,1417,753,888,591,-797,-888,-2141,-177,1417,-753,-448,384,1793,-30,297,-1727,-384,1793,-591,984,1793,-711,61,-553,88,-482,-553,935,2844,-103,-935,222,-271,74,-2844,711,-591,1301,1301,-3742,-157,-935,669,354,-74,-553,591,2214,-74,-629,-711,-984,-1190,842,935,325,11
-984,-1929,-297,-1998,297,-1727,-1137,2761,1727,517,1793,415,-448,-629,-1727,-384,1929,-1417,-1190,297,1600,-888,177,-1998,-591,2214,-157,384,1860,-517,448,-120,984,-448,-354,753,2441,553,-935,517,-448,-753,-2288,797,-222,935,1085,-3278,-15,-354,753,120,-629,177,888,2069,-39,-1417,-448,-1245,-1663,1245,1245,753,11
553,5,-177,-22,1034,-9,1190,0,2288,415,-935,-3278,-629,-74,797,-120,-199,984,591,711,-1034,553,1663,711,354,199,-1417,-888,2679,354,-482,-199,1085,1793,-797,-271,-1137,1929,-1998,1998,2288,1417,629,-753,-2214,1476,-553,-1998,-629,-1417,-120,1358,1793,753,591,-297,-354,-415,-1358,-1929,2599,-1358,325,-1137,11
-384,-1085,-984,-2761,753,-1998,-415,1245,1137,120,-103,669,-1860,-246,-2599,1085,1245,-1137,-482,753,1600,103,-74,-2288,-1245,2069,177,-384,2519,-1034,325,-482,49,-1301,-553,1417,1998,553,-711,517,-61,157,-3460,-88,-2,1137,797,-2679,-138,-935,1537,-711,-842,-384,138,1245,-629,-1417,39,-1190,-1600,591,888,888,11
-88,-629,-157,-935,246,-2599,-1034,3278,797,-591,753,1085,-1358,-415,-2069,-1301,1085,-797,-553,2679,1663,-246,-246,-1476,384,1537,553,297,553,-1137,2214,1301,1537,297,-753,2141,2364,629,-222,384,-1860,271,-2069,325,415,1476,-222,-2844,-482,177,-157,-448,103,-448,517,2214,-30,-1137,-984,-553,-888,1417,-482,553,11
-325,-1476,103,-1600,415,-2519,-120,2599,1417,629,1537,1137,-591,-629,-1998,-842,1998,-1358,-888,-482,1476,-448,325,-1358,-448,1929,-935,669,935,-517,-517,-325,482,-297,177,-103,2928,935,-984,5,-271,-354,-2288,797,-842,935,1137,-4035,271,-297,-482,1034,-246,384,1476,2069,49,-1301,-415,-1190,-1137,888,1301,1137,11
-1137,-1663,-1727,669,797,-448,1476,1417,797,199,1245,-797,-842,297,-482,-711,-1860,-103,-1301,3278,-1034,199,271,1137,1600,1476,297,-1301,2288,591,-2069,-553,711,935,-199,297,-2364,-1190,-325,-199,888,1358,1860,-1190,-1190,103,1358,-1190,2844,-49,-2214,1476,1301,-246,1137,-297,325,-669,-797,-1085,553,-2069,-669,-1358,11
1476,-711,-1929,30,1663,-39,1301,103,1860,-448,-354,-1600,-2141,-246,888,-482,-984,1034,-591,2844,-935,984,-297,842,629,1190,-984,-415,3553,753,-15,-74,1190,1034,-1663,-74,-1034,354,-888,2364,1137,222,1929,-1860,-888,1417,-103,-2069,-711,-74,-354,517,1417,-138,-222,-325,-354,-984,-1301,-1998,2679,-1301,138,-1137,11
-1476,-1793,-2141,-1663,-591,-2069,-384,517,1860,415,482,415,984,-222,-753,-1034,88,-669,199,-797,-629,1085,-1793,1476,-2288,-1034,1417,-1998,415,711,-1358,984,-888,-1537,-1085,1137,553,1245,-103,1600,797,39,415,-74,120,1600,842,-1245,1358,-3936,-2441,1034,935,-1245,842,-1417,-1137,61,-415,-669,1190,-888,1301,797,11
-753,-1301,-88,-2214,629,-2364,-669,2519,1190,629,-2,157,-1085,-271,-2214,1190,1358,-1245,-553,354,1537,88,-384,-2069,-591,2288,177,271,2364,-1245,-103,-120,-103,-1034,-591,1301,2364,629,-1190,384,88,-157,-3368,629,297,1245,842,-2761,88,-1137,1137,22,-246,157,-199,2519,177,-984,-517,-711,-1476,669,669,984,11
-797,-1600,-482,-1663,-325,-1727,-1537,2214,1190,-384,1998,415,-1137,-888,-1929,-1137,1137,-753,-199,177,1793,-1301,157,-1929,-246,3100,-61,61,2214,-222,669,354,1476,9,-1190,1245,2599,888,297,482,-888,-1537,-2141,1358,271,482,271,-2141,177,-354,669,-553,-157,-711,753,2069,482,-669,-384,-753,-1085,1600,2214,1085,11
-629,-1537,-74,-1860,-2,-2441,-1245,2679,1476,-138,1301,517,-1137,-591,-1663,-1034,1085,-984,120,297,1727,-753,120,-1929,-354,2679,-74,-49,1929,-482,325,482,711,-553,-1301,1137,2928,1245,-138,629,-157,-984,-2599,1301,120,448,669,-2679,246,-753,711,-30,-246,-888,384,2519,482,-711,-669,-669,-888,1245,1663,1137,11
-1663,-1929,-2141,517,384,-15,448,448,591,-1034,1793,-246,-984,-74,-1245,711,-842,711,753,1860,-1085,-2288,384,1358,1600,1600,2441,-888,1537,-22,-1663,222,1245,1190,-354,2214,-1476,-888,-1190,888,448,-120,553,120,482,-753,2,797,2141,-1476,-3460,39,669,-354,3014,-842,-246,-157,553,-753,1537,-1085,842,-482,11
-1727,-2364,-888,-222,753,-1600,49,797,448,842,711,-1998,-448,-1034,-384,-888,-384,222,-2069,1358,-1137,517,-1137,1301,-448,2069,157,-517,1417,-157,-1600,-1998,2288,-482,157,591,-1190,888,-9,30,-103,177,1600,-1034,-1663,1537,842,888,1417,-842,-1860,1793,1476,1190,1929,297,711,-120,-1537,-797,1358,-3839,-177,753,11
-629,-1301,-384,-2364,1190,-1476,-842,1998,1358,448,74,629,-1476,-222,-1998,935,1727,-1537,-797,753,1663,-246,88,-2214,-1137,2141,199,-753,2069,-448,39,88,297,-1663,-984,1034,2214,753,-797,797,246,222,-3368,-39,61,935,842,-3100,-384,-1537,1537,-553,-448,-88,271,1600,-1085,-1358,-157,-517,-1245,935,984,711,11
-1727,-49,-2069,-797,-669,-2761,-39,553,1537,-61,-669,199,384,157,-1190,-1417,-384,-120,-30,-199,-384,842,-1190,1358,-415,935,1034,-2069,-5,1085,-1085,1137,-103,-1476,74,1034,482,2844,-448,22,1860,1190,-591,-325,888,553,1034,-2141,2928,-2441,-2679,2141,1929,-1358,1476,-271,-103,-177,-1476,-591,1417,-222,354,-553,11
-1476,-384,-2441,-711,-1034,-3278,384,354,1190,325,-354,384,517,39,-1245,-1600,-591,-669,-177,9,-711,984,-1793,1600,-39,591,797,-1600,591,935,-1417,984,-61,-1085,482,1085,246,2069,-103,-591,1358,1245,-297,-482,711,482,1727,-2214,3100,-1929,-2844,1537,1537,-1301,1600,-448,177,-711,-1727,-1190,1190,-384,448,-199,11
-935,-1137,-384,-2141,669,-2214,-711,2288,1417,415,222,271,-1417,-482,-2288,1245,1860,-1727,-1034,222,1190,-415,-103,-2364,-888,2441,-138,325,2214,-1137,15,-74,199,-1034,-39,1137,1860,935,-1663,271,354,49,-3460,199,482,1085,271,-2519,-61,-482,797,-297,-753,553,448,1860,88,-1190,-120,-711,-1998,448,984,1034,11
-1998,-753,-1600,39,888,517,1860,-517,711,-1034,1537,-120,-1476,325,-888,2214,-517,-39,-1034,797,-935,-1537,-591,2141,2069,669,1245,-753,1727,-448,-1417,-9,1537,935,-517,1358,-2679,-325,-1793,935,517,669,669,-297,-177,-1663,415,177,2441,-1727,-2599,103,1476,-415,2519,-935,-553,-1600,-138,-5,222,-1860,325,-753,11
-517,-591,-1137,-2679,842,-1998,-1245,1301,1860,354,482,669,-1929,-517,-1998,-157,1727,-354,-797,1727,1998,553,-325,-2141,-1727,2069,797,-888,1793,103,1358,-199,842,-1137,-1245,1476,1998,1034,157,591,-103,22,-2928,-297,120,629,935,-2679,-553,-984,1417,-984,39,-797,103,797,-1537,-1085,448,-517,-1301,888,517,629,11
-797,-415,354,-448,1190,448,325,2069,1245,138,-1600,-1929,-1358,-629,935,177,-120,1998,-1929,1476,-138,2069,-1137,1245,1727,842,-888,-935,2844,1034,-297,-199,842,2441,-2141,-935,-1301,797,-1663,1301,2441,1137,1537,-1793,39,888,482,354,842,-935,-246,1085,1476,-384,448,325,629,-246,-1358,1245,797,-2679,74,-177,11
-1476,-199,-2599,-669,-753,-2844,61,517,1245,120,-553,120,629,-39,-842,-1537,-669,-297,22,-246,-415,591,-1537,1476,-325,888,1137,-1929,177,1358,-1301,1137,-30,-1301,482,984,354,2679,-384,-325,1600,1034,-629,-271,1034,797,1034,-2069,2928,-2364,-2761,1793,1793,-1190,1600,-384,88,-199,-1476,-842,1358,-88,591,-517,11
-984,-1085,-984,-2679,553,-2141,-753,1793,1137,325,-271,39,-1663,-157,-2679,1245,1085,-1537,-482,246,1245,49,-271,-2288,-1245,1998,325,-297,2214,-1600,753,-482,120,-1245,-415,1476,1998,1301,-753,591,39,5,-3368,246,325,1417,517,-1929,-157,-935,1245,-384,-935,297,177,1727,-222,-1358,-517,-842,-1663,842,935,1301,11
-1245,-103,-1793,-984,-354,-2599,246,415,1860,-591,-753,591,-448,222,-1034,-1137,246,517,-177,-297,120,797,-842,1663,-325,297,888,-1998,-591,1245,-1137,517,-88,-1600,-74,797,553,2761,-935,49,1137,1137,-591,103,629,669,1190,-1860,3188,-2761,-2928,1860,2069,-1358,2214,-1137,-842,157,-297,354,1358,-120,-177,-935,11
-120,271,-1358,842,797,-1245,1085,553,2679,-842,-39,-1358,-2599,-669,888,157,448,1358,-2069,354,-1358,-629,138,1034,1600,2364,-842,-1085,3014,1137,-1358,753,2141,1727,138,-1600,-246,1793,-935,1137,842,39,1600,-2141,-354,448,-482,-354,888,120,842,553,888,1476,1600,-222,711,-1417,-325,-1190,2288,-1537,753,-199,11
-797,354,-448,-177,1301,-1358,984,3014,553,49,-1034,-2069,-1358,-1358,-935,177,-482,1663,-1663,1663,-842,2214,-842,842,1860,669,-1476,-1137,1245,797,-1301,-199,553,3014,-711,-325,-1417,-138,-1860,271,1476,1998,1600,-1860,-591,1245,935,-246,753,-1358,415,517,1476,297,-384,103,482,199,-1137,1034,177,-2599,-1663,-199,11
-271,15,-842,1600,1137,629,1034,415,2519,-935,-199,-384,-2288,325,1137,1034,-61,-177,-1727,1137,-138,-1860,1476,2288,935,1358,-629,-1600,1929,1034,-1929,1537,2214,1727,-354,177,-415,711,-2679,1034,2288,271,1085,-517,-88,553,-629,-1245,517,-325,-1137,669,-2,448,1929,-1998,517,-753,-842,-1417,1600,-842,1085,-1600,11
-591,-1190,-2844,-1358,297,-138,30,935,517,-88,669,415,199,482,-1417,-1417,-2364,1085,1860,753,-888,-888,-482,553,415,1301,797,-669,2761,591,-482,1476,591,1137,-2288,2069,-1600,1245,591,1417,1358,49,-448,-753,1301,-517,297,-1190,1998,-3100,-1663,517,1727,-2288,1034,553,0,629,-553,-1301,1537,-711,888,49,11
-222,-482,553,-297,1245,-1085,-384,2288,1085,354,-1998,-753,-553,-1358,30,-9,-297,1301,-246,2288,-753,1137,2,1358,1663,-2,-2441,-711,448,199,-297,1085,1600,2069,-1245,842,-1663,-797,-984,1793,-88,2599,711,-1537,-842,1417,1358,-1727,-1537,-1929,482,553,1137,246,271,553,222,935,-2441,297,1476,-1998,-2441,-629,11
138,-1476,984,-591,1537,-842,629,797,-271,-797,-1476,-1245,-984,30,1417,-711,384,753,-591,3278,-177,935,384,591,935,-1358,177,-1998,354,-297,629,553,1245,0,-1860,354,30,354,-1929,2214,-482,2214,-297,-1998,-448,2844,1860,-1476,-1085,-297,74,-199,1034,1245,1190,1663,-1245,-1727,-2761,-553,1860,-157,-1417,-753,11
-297,-1537,-415,-2519,842,-2069,-448,2141,1085,1034,-517,669,-1245,-325,-1998,888,1476,-553,-482,711,1476,120,-482,-2069,-753,1929,138,591,2599,-1600,-88,-297,-384,-1034,-482,1301,2364,138,-1085,888,271,157,-3014,711,753,1301,984,-2844,-88,-1034,1137,-297,-199,-61,49,2069,-797,-1137,-629,-1190,-1793,842,591,842,11
842,-629,-1137,384,1301,1137,1727,-448,1663,-482,-49,-1793,-2288,-1034,935,-354,-753,-222,-1663,3188,-517,-448,120,797,1793,797,-415,-669,2441,1358,271,-120,1537,711,-1998,-74,-1929,88,-1476,2288,482,-415,1358,-1793,-177,1476,984,-2214,-246,88,-354,271,984,-842,517,-1417,-177,-1417,-1245,-1358,2441,-1034,669,-1476,11
-669,-1417,-517,-2364,711,-1998,-482,1860,1190,711,-199,753,-1358,-325,-2141,935,1793,-1600,-753,711,1476,-49,-157,-2214,-1137,2069,246,-199,1860,-1137,-297,-103,-88,-1476,-297,1245,2364,448,-1190,482,482,517,-3278,246,384,1245,1137,-3100,-39,-1245,984,-297,-415,222,448,1793,-711,-1245,-553,-797,-1245,842,797,935,11
-797,-1358,-553,-2214,354,-2364,-448,1929,1190,517,157,629,-1085,-553,-2214,842,1860,-1358,-1034,517,1417,-88,-120,-1998,-935,2679,49,88,1860,-1417,-138,88,482,-1245,22,797,2364,797,-1245,177,271,61,-3188,271,103,1190,1245,-2928,177,-669,842,-246,-415,517,591,1929,-199,-1600,-669,-1190,-1417,591,1190,1137,11
-984,-1417,30,-3188,103,-3188,-553,1663,753,629,-1190,384,797,-842,-1998,-177,3647,1358,-1301,271,1137,1190,-1245,-1245,-1137,1860,-297,1190,2069,-325,591,-797,74,-246,384,-842,-199,1417,-1085,271,797,669,-2599,-888,415,2519,246,-935,-297,-1137,-177,384,246,103,1793,1034,-1301,-935,629,-22,-842,61,984,888,11
1137,-74,-888,1245,1476,-1358,199,1358,1929,-1793,1929,629,-1860,-629,1034,-553,984,-711,-2679,2928,-517,-2069,984,935,1860,415,-384,-842,448,935,5,1600,1929,1190,-1727,-88,-591,1190,-888,2214,-1034,-591,1998,-1301,-669,1860,-629,-1085,669,591,-797,-753,448,1476,888,-157,-935,-1793,-888,-797,1663,591,177,-103,11
-935,-1245,-138,-2288,669,-2519,-177,2364,1245,1085,-1137,354,-935,-354,-2364,1034,1358,-246,-384,271,1537,517,-222,-2214,-629,1860,88,888,1860,-1727,199,-415,-553,-1085,-297,984,2519,797,-1190,711,591,448,-3188,415,517,1793,415,-2599,-138,-1245,753,246,177,-39,325,2519,-669,-753,-984,-629,-1358,629,271,1085,11
-1137,-448,-2519,-797,-591,-2599,-199,517,2214,-842,1301,591,-271,-9,-517,-2069,888,-935,-1190,-88,-448,-1358,-517,1301,-517,842,222,-1998,-177,2141,-1301,1245,2069,-553,-61,517,797,3647,-984,177,-199,-354,199,88,415,517,1190,-1537,2288,-2214,-1860,711,1476,-138,2519,157,-517,-1034,-415,-669,984,177,1190,448,11
-1417,-1358,-1301,591,325,177,935,271,2844,-753,669,-1301,-1537,842,-1137,482,-669,1358,271,888,-888,-448,888,1137,935,2599,753,325,2288,61,-517,61,448,2441,-753,482,-2519,-222,-669,1358,1476,354,1793,-797,-1301,-1034,-1476,-138,1663,-1537,-2441,1476,1476,-448,2069,-1600,-39,297,222,-753,2214,-1358,-30,-669,11
-553,-1190,-199,-2761,888,-1998,-482,1537,1034,61,-482,325,-1998,-222,-2599,1245,1245,-753,-222,553,1537,517,-2,-2214,-1245,1860,-74,9,2441,-1537,297,-384,-297,-1190,-1190,1417,2214,591,-935,711,325,482,-3460,354,271,1301,384,-2679,-74,-1417,1358,-448,-199,-384,-120,1860,-842,-888,-415,-222,-1417,517,629,888,11
-629,-629,-984,-2069,842,-2844,-354,2069,842,1190,-482,1034,-1358,-222,-2519,711,1301,-1727,-669,177,1034,-384,-271,-1998,-553,1998,74,222,1663,-984,-591,-629,297,-984,591,1245,2844,1190,-1034,517,103,415,-3278,-120,448,1358,797,-2761,-271,-297,669,22,-517,138,517,1663,-177,-1245,-354,-1417,-1476,1034,1358,1085,11
-222,-120,-629,1537,888,-1137,222,2441,2069,-325,138,61,-1727,-1301,1600,-842,222,-138,-1793,3839,-222,1034,325,1417,1793,1537,-935,-1600,1301,448,-448,1245,1998,1476,669,-297,-1301,-1034,-297,591,-325,2141,1537,-1034,-1137,1301,1085,-1663,1245,591,-888,246,61,1417,935,-629,669,-711,-1727,-1190,1190,-1190,-1600,-1245,11
-888,-1600,-1190,-2141,49,-2214,-753,1860,1085,797,74,-103,-753,-888,-2599,1301,1417,-1600,-1137,629,1137,88,-482,-1860,-1537,2069,669,120,1793,-2214,711,-5,753,-1245,-591,1190,2141,753,-984,797,-517,-669,-2679,448,-271,1998,482,-1537,-935,-1417,1137,-553,-553,482,199,1417,-157,-888,-482,-1034,-1663,88,1085,2214,11
-1727,-1860,-2069,-553,797,553,1663,-517,888,-325,1358,-157,-1245,591,-1537,711,-1417,1085,888,888,-984,-888,-325,1417,1537,354,1793,-448,1929,-103,-1358,629,517,1358,-1860,1663,-2679,-120,-61,1301,1085,-39,297,-591,61,-1860,517,-591,2364,-2928,-2141,297,1476,-1600,1860,-1245,-1245,-629,482,-842,1085,-1085,591,-711,11
-711,-1301,-157,-2214,448,-2441,-384,2141,888,325,-482,222,-1727,-222,-3014,984,935,-797,-517,384,1245,448,-222,-2141,-984,1860,-199,482,1998,-1727,138,-711,-711,-711,-482,1417,2679,888,-1358,711,-415,103,-3460,384,-120,1727,482,-2599,-61,-1245,1085,88,-297,-271,22,1860,-61,-797,-888,-325,-1537,88,448,1085,11
-797,-2519,199,984,984,-2214,199,553,2519,-669,-1301,-1137,-1600,-1301,-74,-325,354,984,-1358,1727,711,1793,-1190,1929,74,1929,-9,-1537,2928,103,-384,-448,-669,1085,-177,-1085,-1190,629,-753,-325,1137,22,1137,-669,-984,1663,-1085,177,753,-797,-2141,1600,-61,1476,1085,-2069,711,-39,-1137,753,2519,-1998,-103,-553,11
-1793,-1034,-1034,-120,61,-1663,1929,517,-482,138,1663,-629,-553,157,-1998,177,-1600,297,-415,1137,-1358,-448,-1301,1860,1600,1245,1358,-1358,888,39,-3014,30,-177,1137,325,1537,-1600,-325,-1727,-984,415,935,-199,-354,-553,-591,842,-711,3278,-2141,-2761,1190,1929,-888,1301,-842,591,-842,-415,-935,-199,-1929,-61,-415,11
-1417,-1085,-553,-1860,-39,-2844,-1190,2288,1727,-74,1190,325,-935,-553,-2364,-297,1301,-797,-1301,246,1727,-482,103,-2288,-842,3100,61,-15,1793,-482,669,-138,1190,-517,-753,935,2288,1793,-120,49,49,-1034,-2599,888,15,629,517,-1998,271,-553,842,246,-354,-120,448,2214,629,-1085,-199,-888,-1137,1034,1476,1417,11
-246,-1663,-222,-1929,-354,-1600,-1085,2364,1085,-384,1998,591,-1245,-553,-1793,-1085,984,-669,246,297,1727,-1034,199,-2288,-271,2519,-157,354,2288,-246,517,448,753,30,-1600,1476,2519,415,157,517,-984,-1417,-2519,1190,222,629,553,-2679,138,-711,1034,-354,-482,-1137,553,2069,553,-246,-177,-797,-1190,1537,2214,629,11
-49,-1085,61,-591,1860,1417,2761,-888,482,177,49,-3100,-1663,246,-888,-415,-797,1034,354,1245,-669,-39,1085,711,1034,-669,-669,271,1929,384,-297,-1793,1860,1085,-1417,-325,-1301,629,-2288,2364,157,-888,1034,-1727,-2288,935,797,-888,354,-1358,-384,448,1537,-935,1417,-591,-1190,-1245,-1417,-1245,1929,-2519,384,-553,11
271,354,-1476,935,711,-1860,669,2214,3014,-325,591,-1245,-1727,-553,1417,177,1245,591,-1860,222,-669,-629,177,935,1663,2214,-797,-157,2069,1137,-1476,984,1663,2599,888,-2069,-415,1537,-1190,842,797,354,1793,-1600,-1245,120,-753,-103,1190,-39,61,-177,517,2141,1860,-246,842,-888,-797,-888,1860,-1137,354,753,11
-1600,-1476,-1417,-1358,157,-1663,199,591,1034,-325,-2069,88,-842,482,-984,1358,-138,669,797,591,-88,-354,-1137,1085,22,-1417,1727,-1860,-753,448,-415,1034,-138,753,-1476,1860,-669,1190,-1537,1600,2069,2441,-1600,629,1793,-384,669,-1085,-15,-3188,-2141,39,1085,-2214,1600,-669,-1537,711,-384,1727,1358,-246,-984,-935,11
1137,49,-297,-1085,1793,935,2069,-591,1476,-591,-797,-2069,-2441,-415,448,-325,30,629,-157,1085,-842,297,1137,1301,669,-22,-1663,-74,2928,842,246,-591,2069,1190,-797,-384,-1190,384,-2141,2761,120,753,1537,-1537,-1663,1245,-297,-2364,-753,-1600,120,842,1245,-61,1301,-797,-354,-482,-1600,-888,2069,-2141,-384,-711,11
-984,-888,-3100,-1537,222,199,354,384,629,-711,1137,297,-49,103,-1085,-842,-1727,888,1085,669,-888,-1727,-415,797,553,1301,1245,-984,2679,935,-629,1663,1034,1034,-1860,2141,-1600,1417,246,1034,1417,-246,-297,-384,1537,-591,415,-711,2288,-3188,-1929,199,1301,-1860,1600,120,-157,-297,222,-1476,1600,-935,1417,61,11
-711,-1358,-354,-2288,842,-1929,-888,2599,1663,-177,1301,482,-1301,-517,-1860,39,2141,-2288,-1358,15,1537,-1358,415,-1793,-935,2519,-297,-753,1663,-88,-88,-5,711,-1034,-1137,591,2214,1663,-984,669,415,-271,-2441,553,-61,415,482,-2844,177,-711,354,61,-517,-39,935,1476,-711,-1663,-271,-517,-1358,1190,797,1190,11
-1190,-1301,-842,-2761,984,-2364,-222,797,199,1137,-711,246,-984,-797,-3368,842,1860,9,-1034,629,842,138,-384,-2069,-1358,2364,-384,591,2214,-2069,669,-325,448,-1301,517,553,888,1137,-1137,669,482,-842,-3014,157,711,2069,-61,-1998,-222,-797,482,591,222,354,415,984,-888,-1245,246,-1137,-1998,271,1137,1137,11
-1417,-199,-2519,-711,-797,-2364,88,415,1476,-2,-448,448,246,88,-711,-1301,-354,-629,61,199,-325,354,-1245,1190,-325,753,1537,-2288,297,1137,-1190,1358,9,-1358,-199,1600,482,2364,-271,-88,1929,1417,-1034,-271,1301,271,1476,-1998,3014,-2519,-2761,1537,1663,-1301,1727,-591,-415,-271,-1137,-842,1476,-199,384,-669,11
-888,-888,-888,-2844,591,-2069,-629,842,1085,138,354,629,-1245,-517,-2599,797,2364,-753,-1417,984,1245,88,-157,-2141,-1793,2288,-177,177,2679,-1245,842,-103,753,-1301,448,797,482,1137,-1245,-199,-49,-222,-3188,22,629,1537,591,-2288,-88,-591,711,-222,-482,415,888,842,-753,-1663,482,-984,-2141,177,1358,753,11
-2441,-1476,-1600,1085,711,-1727,1358,1034,1998,-199,-448,-711,-1245,669,-1245,888,-1663,1085,-15,842,415,-448,842,1727,1245,2364,1358,222,2069,-297,-553,-1301,1301,1476,-271,384,-2141,-415,-199,-61,984,-2,935,-797,-1245,-1137,-1190,753,2141,-888,-3100,935,753,384,1860,-1301,-415,103,-1245,-888,1137,-2519,-669,157,11
-753,-1034,-482,-1793,297,-2069,-1137,2599,1476,-120,1137,1034,-1085,-120,-2141,-103,1537,-1663,-1245,482,1476,-1245,-297,-2364,-797,2761,629,-669,1358,-74,-88,354,1190,-415,-1190,1137,2928,1727,-120,669,-39,-517,-2599,384,-103,199,629,-1998,-61,-711,1085,-482,-354,-753,591,1860,120,-1537,-61,-935,-984,1137,1417,1600,11
1860,-199,-1190,753,1085,-797,415,842,2288,629,-415,-553,-448,-246,2069,-448,-517,415,448,2214,-842,15,1190,1190,711,669,-1417,-591,2844,753,-753,1085,1727,1929,246,-138,-553,-797,-984,2519,222,2141,711,-1600,-1998,1245,5,-2761,-842,-1245,199,49,629,629,517,-1085,517,-177,-2141,-2761,1929,-448,120,-984,11
-1301,-1245,-888,-2214,842,-2069,-1034,1929,1537,103,591,415,-1358,-222,-2214,629,1537,-1600,-1034,177,1417,-629,88,-2679,-1190,2599,384,-842,1860,-482,448,-199,842,-842,-669,984,2288,1663,-517,629,415,-61,-3014,138,-138,669,669,-2214,-199,-935,1537,-482,-711,222,482,1600,-482,-1537,-49,-797,-1358,984,1137,1190,11
-629,-1245,-629,-3014,1190,-1600,-517,1417,1137,157,-246,448,-1727,-120,-2599,984,1301,-1137,-271,553,1476,297,-88,-2599,-1301,1998,157,-629,2441,-1085,448,-448,-246,-1190,-842,1085,1998,1137,-711,842,222,88,-3460,9,-22,1190,629,-2441,-297,-1301,1476,-354,-711,-74,-49,1417,-888,-1417,-222,-797,-1476,669,842,935,11
-629,-1727,-517,-2441,553,-1998,-669,2364,1358,797,384,354,-984,-517,-1793,669,1537,-984,-711,517,1600,-482,-177,-2364,-842,2599,246,246,2441,-1301,246,-177,415,-1034,-325,1190,2364,448,-1137,629,271,-517,-3014,888,553,797,1034,-2441,-15,-935,1245,-354,-669,177,325,1929,-246,-1245,-448,-1301,-1727,1034,888,1137,11
-711,-842,-103,-2599,415,-2441,-888,2288,1085,384,177,246,-1727,88,-2761,553,1137,-1301,-591,517,1358,246,-222,-2761,-842,2069,222,-61,1929,-1085,448,103,-246,-797,-797,1793,2441,1537,-1034,553,-74,-297,-3100,553,177,1034,448,-2441,384,-1358,1245,297,-325,-325,-448,1860,88,-842,-157,-415,-1600,669,669,1190,11
-1476,-1929,-888,629,553,-1137,888,1600,325,-246,935,-1600,-1663,-74,-1358,-482,-1476,-61,-1600,1929,-1245,177,-415,1301,1190,2214,797,-553,1600,61,-2214,-1929,415,842,1301,246,-1417,-30,-753,-753,-88,354,1476,-935,-1190,1034,1085,157,3014,-177,-1793,1600,1417,842,1600,-482,1085,-591,-1190,-157,1085,-3278,-935,61,11
-325,629,138,-1085,1358,448,1137,1417,1793,-103,-984,-1085,-1476,-935,1190,177,-711,1727,-1245,1034,-629,1358,-157,984,1537,1860,-1600,-984,2441,1600,-177,1301,1358,1537,-1663,-177,-2599,-177,-888,2364,1793,1085,1476,-2069,-222,415,157,-1034,669,-1860,1034,2141,888,-246,-246,-517,-9,553,-1190,325,888,-2599,-1137,-753,11
